id,label,type,degree
3861,User_3848,Unknown,6
3862,User_3849,Unknown,5
3863,User_3850,Unknown,20
3864,User_3852,Unknown,22
3865,User_3853,Unknown,1
3866,User_3854,Unknown,2
3867,User_3855,Unknown,15
3868,User_3856,Unknown,1
3869,User_3857,Unknown,11
3870,User_3858,Unknown,32
3871,User_3859,Unknown,6
3872,User_3860,Unknown,37
3873,User_3862,Unknown,19
3874,User_3863,Unknown,11
3875,User_3864,Unknown,7
3876,User_3865,Unknown,4
3877,User_3866,Unknown,19
3878,User_3867,Unknown,26
3879,User_3868,Unknown,18
3880,User_3869,Unknown,32
3881,User_3870,Unknown,26
3882,User_3871,Unknown,8
3883,User_3873,Unknown,38
3884,User_3874,Unknown,14
3885,User_3875,Unknown,2
3886,User_3876,Unknown,9
3887,User_3878,Unknown,10
3888,User_3879,Unknown,2
3889,User_3880,Unknown,10
3890,User_3881,Unknown,18
3891,User_3882,Unknown,4
3892,User_3883,Unknown,15
3893,User_3884,Unknown,34
3894,User_3885,Unknown,2
3895,User_3887,Unknown,5
3896,User_3888,Unknown,10
3897,User_3889,Unknown,15
3898,User_3890,Unknown,5
3899,User_3891,Unknown,24
3900,User_3892,Unknown,13
3901,User_3893,Unknown,6
3902,User_3894,Unknown,9
3903,User_3895,Unknown,13
3904,User_3896,Unknown,21
3905,User_3897,Unknown,4
3906,User_3898,Unknown,16
3907,User_3899,Unknown,7
3908,User_3900,Unknown,34
3909,User_3901,Unknown,8
3910,User_3902,Unknown,42
3911,User_3903,Unknown,18
3912,User_3904,Unknown,7
3913,User_3905,Unknown,8
3914,User_3906,Unknown,44
3915,User_3907,Unknown,26
3916,User_3908,Unknown,7
3917,User_3909,Unknown,22
3918,User_3910,Unknown,4
3919,User_3911,Unknown,7
3920,User_3912,Unknown,15
3921,User_3913,Unknown,18
3922,User_3914,Unknown,8
3923,User_3915,Unknown,22
3924,User_3916,Unknown,7
3925,User_3917,Unknown,15
3926,User_3918,Unknown,31
3927,User_3919,Unknown,12
3928,User_3920,Unknown,16
3929,User_3921,Unknown,30
3930,User_3922,Unknown,2
3931,User_3923,Unknown,7
3932,User_3924,Unknown,41
3933,User_3925,Unknown,5
3934,User_3926,Unknown,43
3935,User_3927,Unknown,24
3936,User_3928,Unknown,3
3937,User_3929,Unknown,15
3938,User_3930,Unknown,47
3939,User_3931,Unknown,22
3940,User_3932,Unknown,8
3941,User_3933,Unknown,22
3942,User_3934,Unknown,10
3943,User_3935,Unknown,1
3944,User_3936,Unknown,6
3945,User_3937,Unknown,14
3946,User_3938,Unknown,83
3947,User_3939,Unknown,4
3948,User_3940,Unknown,11
3949,User_3941,Unknown,7
3950,User_3942,Unknown,2
3951,User_3944,Unknown,13
3952,User_3945,Unknown,34
3953,User_3946,Unknown,4
3954,User_3947,Unknown,32
3955,User_3949,Unknown,12
3956,User_3950,Unknown,16
3957,User_3951,Unknown,35
3958,User_3952,Unknown,4
3959,User_3953,Unknown,4
3960,User_3954,Unknown,4
3961,User_3955,Unknown,3
3962,User_3956,Unknown,24
3963,User_3957,Unknown,18
3964,User_3958,Unknown,9
3965,User_3959,Unknown,2
3966,User_3960,Unknown,17
3967,User_3963,Unknown,6
3968,User_3964,Unknown,15
3969,User_3965,Unknown,4
3970,User_3966,Unknown,47
3971,User_3967,Unknown,16
3972,User_3968,Unknown,46
3973,User_3969,Unknown,25
3974,User_3970,Unknown,6
3975,User_3971,Unknown,47
3976,User_3972,Unknown,18
3977,User_3973,Unknown,8
3978,User_3974,Unknown,1
3979,User_3975,Unknown,15
3980,User_3976,Unknown,15
3981,User_3977,Unknown,6
3982,User_3978,Unknown,4
3983,User_3979,Unknown,12
3984,User_3981,Unknown,8
3985,User_3982,Unknown,14
3986,User_3983,Unknown,2
3987,User_3984,Unknown,1
3988,User_3985,Unknown,6
3989,User_3986,Unknown,9
3990,User_3987,Unknown,2
3991,User_3988,Unknown,7
3992,User_3990,Unknown,4
3993,User_3991,Unknown,3
3994,User_3992,Unknown,3
3995,User_3993,Unknown,6
3996,User_3994,Unknown,11
3997,User_3995,Unknown,9
3998,User_3996,Unknown,4
3999,User_3997,Unknown,11
4000,User_3998,Unknown,14
4001,User_3999,Unknown,4
4002,User_4000,Unknown,9
4003,User_4001,Unknown,2
4004,User_4002,Unknown,7
4005,User_4003,Unknown,5
4006,User_4004,Unknown,10
4007,User_4005,Unknown,3
4008,User_4006,Unknown,2
4009,User_4007,Unknown,4
4010,User_4008,Unknown,1
4011,User_4009,Unknown,10
4012,User_4010,Unknown,1
4013,User_4012,Unknown,2
4014,User_4013,Unknown,6
4015,User_4014,Unknown,12
4016,User_4015,Unknown,1
4017,User_4016,Unknown,4
4018,User_4017,Unknown,9
4019,User_4018,Unknown,7
4020,User_4019,Unknown,8
4021,User_4020,Unknown,8
4022,User_4021,Unknown,11
4023,User_4022,Unknown,1
4024,User_4023,Unknown,18
4025,User_4024,Unknown,1
4026,User_4025,Unknown,4
4027,User_4026,Unknown,9
4028,User_4027,Unknown,7
4029,User_4028,Unknown,2
4030,User_4029,Unknown,2
4031,User_4030,Unknown,19
4032,User_4032,Unknown,2
4033,User_4033,Unknown,3
4034,User_4034,Unknown,2
4035,User_4035,Unknown,1
4036,User_4036,Unknown,2
4037,User_4037,Unknown,4
4038,User_4038,Unknown,9
